レシート番号,支店,性別,年代,曜日,日付,時刻,時間帯,レシート金額,商品名,購入商品数,商品順,単品購入,朝の購入,昼の購入,夜の購入,平日,土日,若年層,中年層,高年層,低額,中額,高額,カテゴリ,商品単価
R0585,北区,女性,20代,月,2024/05/21,19:34,夜,1180,アイス,4,1,0,0,0,1,1,0,1,0,0,0,0,1,お菓子・スナック,150
R0585,北区,女性,20代,月,2024/05/21,19:34,夜,1180,キャンディ,4,2,0,0,0,1,1,0,1,0,0,0,0,1,お菓子・スナック,350
R0585,北区,女性,20代,月,2024/05/21,19:34,夜,1180,炭酸飲料,4,3,0,0,0,1,1,0,1,0,0,0,0,1,飲み物,310
R0585,北区,女性,20代,月,2024/05/21,19:34,夜,1180,ガム,4,4,0,0,0,1,1,0,1,0,0,0,0,1,お菓子・スナック,370
R0586,北区,女性,20代,土,2024/08/09,08:53,朝,1180,弁当,4,1,0,1,0,0,0,1,1,0,0,0,0,1,主食・基本食品,510
R0586,北区,女性,20代,土,2024/08/09,08:53,朝,1180,冷凍食品,4,2,0,1,0,0,0,1,1,0,0,0,0,1,インスタント食品,300
R0586,北区,女性,20代,土,2024/08/09,08:53,朝,1180,カップ麺,4,3,0,1,0,0,0,1,1,0,0,0,0,1,インスタント食品,180
R0586,北区,女性,20代,土,2024/08/09,08:53,朝,1180,肉まん,4,4,0,1,0,0,0,1,1,0,0,0,0,1,インスタント食品,190
R0587,北区,男性,20代,木,2024/10/11,08:36,朝,890,歯ブラシ,4,1,0,1,0,0,1,0,1,0,0,0,0,1,パーソナルケア,300
R0587,北区,男性,20代,木,2024/10/11,08:36,朝,890,トイレットペーパー,4,2,0,1,0,0,1,0,1,0,0,0,0,1,掃除・衛生用品,330
R0587,北区,男性,20代,木,2024/10/11,08:36,朝,890,シャンプー,4,3,0,1,0,0,1,0,1,0,0,0,0,1,パーソナルケア,110
R0587,北区,男性,20代,木,2024/10/11,08:36,朝,890,洗剤,4,4,0,1,0,0,1,0,1,0,0,0,0,1,掃除・衛生用品,150
R0588,北区,男性,30代,土,2024/07/11,09:23,朝,1060,ティッシュ,3,1,0,1,0,0,0,1,0,1,0,0,1,0,掃除・衛生用品,390
R0588,北区,男性,30代,土,2024/07/11,09:23,朝,1060,歯ブラシ,3,2,0,1,0,0,0,1,0,1,0,0,1,0,パーソナルケア,300
R0588,北区,男性,30代,土,2024/07/11,09:23,朝,1060,ガム,3,3,0,1,0,0,0,1,0,1,0,0,1,0,お菓子・スナック,370
R0589,北区,男性,40代,水,2024/07/02,13:53,昼,470,牛乳,2,1,0,0,1,0,1,0,0,1,0,0,1,0,主食・基本食品,330
R0589,北区,男性,40代,水,2024/07/02,13:53,昼,470,おにぎり,2,2,0,0,1,0,1,0,0,1,0,0,1,0,主食・基本食品,140
R0590,北区,女性,50代,日,2024/07/01,14:14,昼,920,パン,4,1,0,0,1,0,0,1,0,0,1,0,1,0,主食・基本食品,210
R0590,北区,女性,50代,日,2024/07/01,14:14,昼,920,卵,4,2,0,0,1,0,0,1,0,0,1,0,1,0,主食・基本食品,240
R0590,北区,女性,50代,日,2024/07/01,14:14,昼,920,牛乳,4,3,0,0,1,0,0,1,0,0,1,0,1,0,主食・基本食品,330
R0590,北区,女性,50代,日,2024/07/01,14:14,昼,920,おにぎり,4,4,0,0,1,0,0,1,0,0,1,0,1,0,主食・基本食品,140
R0591,北区,男性,50代,水,2024/03/21,11:23,昼,780,パン,4,1,0,0,1,0,1,0,0,0,1,0,0,1,主食・基本食品,210
R0591,北区,男性,50代,水,2024/03/21,11:23,昼,780,卵,4,2,0,0,1,0,1,0,0,0,1,0,0,1,主食・基本食品,240
R0591,北区,男性,50代,水,2024/03/21,11:23,昼,780,おにぎり,4,3,0,0,1,0,1,0,0,0,1,0,0,1,主食・基本食品,140
R0591,北区,男性,50代,水,2024/03/21,11:23,昼,780,肉まん,4,4,0,0,1,0,1,0,0,0,1,0,0,1,インスタント食品,190
R0592,北区,男性,40代,土,2024/03/19,07:10,朝,920,パン,4,1,0,1,0,0,0,1,0,1,0,0,0,1,主食・基本食品,210
R0592,北区,男性,40代,土,2024/03/19,07:10,朝,920,卵,4,2,0,1,0,0,0,1,0,1,0,0,0,1,主食・基本食品,240
R0592,北区,男性,40代,土,2024/03/19,07:10,朝,920,牛乳,4,3,0,1,0,0,0,1,0,1,0,0,0,1,主食・基本食品,330
R0592,北区,男性,40代,土,2024/03/19,07:10,朝,920,おにぎり,4,4,0,1,0,0,0,1,0,1,0,0,0,1,主食・基本食品,140
R0593,北区,女性,30代,火,2024/07/24,21:21,夜,740,サラダ,3,1,0,0,0,1,1,0,0,1,0,0,1,0,健康食品,290
R0593,北区,女性,30代,火,2024/07/24,21:21,夜,740,野菜ジュース,3,2,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,180
R0593,北区,女性,30代,火,2024/07/24,21:21,夜,740,フルーツ,3,3,0,0,0,1,1,0,0,1,0,0,1,0,健康食品,270
R0594,北区,男性,60代以上,火,2024/07/21,09:42,朝,330,牛乳,1,1,1,1,0,0,1,0,0,0,1,1,0,0,主食・基本食品,330
R0595,北区,女性,30代,土,2024/11/10,14:50,昼,620,栄養ドリンク,3,1,0,0,1,0,0,1,0,1,0,0,1,0,飲み物,180
R0595,北区,女性,30代,土,2024/11/10,14:50,昼,620,フルーツ,3,2,0,0,1,0,0,1,0,1,0,0,1,0,健康食品,270
R0595,北区,女性,30代,土,2024/11/10,14:50,昼,620,コーヒー,3,3,0,0,1,0,0,1,0,1,0,0,1,0,飲み物,170
R0596,北区,女性,30代,木,2024/07/16,22:27,夜,1130,歯ブラシ,4,1,0,0,0,1,1,0,0,1,0,0,0,1,パーソナルケア,300
R0596,北区,女性,30代,木,2024/07/16,22:27,夜,1130,シャンプー,4,2,0,0,0,1,1,0,0,1,0,0,0,1,パーソナルケア,110
R0596,北区,女性,30代,木,2024/07/16,22:27,夜,1130,トイレットペーパー,4,3,0,0,0,1,1,0,0,1,0,0,0,1,掃除・衛生用品,330
R0596,北区,女性,30代,木,2024/07/16,22:27,夜,1130,ティッシュ,4,4,0,0,0,1,1,0,0,1,0,0,0,1,掃除・衛生用品,390
R0597,北区,男性,20代,木,2024/12/21,12:03,昼,960,トイレットペーパー,3,1,0,0,1,0,1,0,1,0,0,0,0,1,掃除・衛生用品,330
R0597,北区,男性,20代,木,2024/12/21,12:03,昼,960,ティッシュ,3,2,0,0,1,0,1,0,1,0,0,0,0,1,掃除・衛生用品,390
R0597,北区,男性,20代,木,2024/12/21,12:03,昼,960,卵,3,3,0,0,1,0,1,0,1,0,0,0,0,1,主食・基本食品,240
R0598,北区,男性,60代以上,日,2024/11/30,10:35,朝,350,おにぎり,2,1,0,1,0,0,0,1,0,0,1,0,1,0,主食・基本食品,140
R0598,北区,男性,60代以上,日,2024/11/30,10:35,朝,350,パン,2,2,0,1,0,0,0,1,0,0,1,0,1,0,主食・基本食品,210
R0599,北区,女性,10代,水,2024/08/07,22:40,夜,1040,トイレットペーパー,4,1,0,0,0,1,1,0,1,0,0,0,0,1,掃除・衛生用品,330
R0599,北区,女性,10代,水,2024/08/07,22:40,夜,1040,ティッシュ,4,2,0,0,0,1,1,0,1,0,0,0,0,1,掃除・衛生用品,390
R0599,北区,女性,10代,水,2024/08/07,22:40,夜,1040,洗剤,4,3,0,0,0,1,1,0,1,0,0,0,0,1,掃除・衛生用品,150
R0599,北区,女性,10代,水,2024/08/07,22:40,夜,1040,コーヒー,4,4,0,0,0,1,1,0,1,0,0,0,0,1,飲み物,170
R0600,北区,女性,60代以上,水,2024/01/24,20:19,夜,1230,洗剤,4,1,0,0,0,1,1,0,0,0,1,0,0,1,掃除・衛生用品,150
R0600,北区,女性,60代以上,水,2024/01/24,20:19,夜,1230,トイレットペーパー,4,2,0,0,0,1,1,0,0,0,1,0,0,1,掃除・衛生用品,330
R0600,北区,女性,60代以上,水,2024/01/24,20:19,夜,1230,歯ブラシ,4,3,0,0,0,1,1,0,0,0,1,0,0,1,パーソナルケア,300
R0600,北区,女性,60代以上,水,2024/01/24,20:19,夜,1230,サンドイッチ,4,4,0,0,0,1,1,0,0,0,1,0,0,1,インスタント食品,450
R0601,東区,女性,30代,日,2024/08/02,11:57,昼,290,サラダ,1,1,1,0,1,0,0,1,0,1,0,1,0,0,健康食品,290
R0602,東区,女性,50代,水,2024/07/10,07:22,朝,1090,弁当,4,1,0,1,0,0,1,0,0,0,1,0,1,0,主食・基本食品,510
R0602,東区,女性,50代,水,2024/07/10,07:22,朝,1090,冷凍食品,4,2,0,1,0,0,1,0,0,0,1,0,1,0,インスタント食品,300
R0602,東区,女性,50代,水,2024/07/10,07:22,朝,1090,カップ麺,4,3,0,1,0,0,1,0,0,0,1,0,1,0,インスタント食品,180
R0602,東区,女性,50代,水,2024/07/10,07:22,朝,1090,缶コーヒー,4,4,0,1,0,0,1,0,0,0,1,0,1,0,飲み物,100
R0603,東区,男性,10代,日,2024/05/29,13:29,昼,740,サンドイッチ,3,1,0,0,1,0,0,1,1,0,0,0,0,1,インスタント食品,450
R0603,東区,男性,10代,日,2024/05/29,13:29,昼,740,お茶,3,2,0,0,1,0,0,1,1,0,0,0,0,1,飲み物,120
R0603,東区,男性,10代,日,2024/05/29,13:29,昼,740,コーヒー,3,3,0,0,1,0,0,1,1,0,0,0,0,1,飲み物,170
R0604,東区,女性,60代以上,日,2024/10/25,08:03,朝,680,卵,3,1,0,1,0,0,0,1,0,0,1,0,1,0,主食・基本食品,240
R0604,東区,女性,60代以上,日,2024/10/25,08:03,朝,680,おにぎり,3,2,0,1,0,0,0,1,0,0,1,0,1,0,主食・基本食品,140
R0604,東区,女性,60代以上,日,2024/10/25,08:03,朝,680,冷凍食品,3,3,0,1,0,0,0,1,0,0,1,0,1,0,インスタント食品,300
R0605,東区,男性,50代,月,2024/03/19,17:44,夜,140,おにぎり,1,1,1,0,0,1,1,0,0,0,1,1,0,0,主食・基本食品,140
R0606,東区,女性,30代,火,2024/01/20,17:32,夜,670,カップ麺,3,1,0,0,0,1,1,0,0,1,0,0,0,1,インスタント食品,180
R0606,東区,女性,30代,火,2024/01/20,17:32,夜,670,冷凍食品,3,2,0,0,0,1,1,0,0,1,0,0,0,1,インスタント食品,300
R0606,東区,女性,30代,火,2024/01/20,17:32,夜,670,肉まん,3,3,0,0,0,1,1,0,0,1,0,0,0,1,インスタント食品,190
R0607,東区,男性,30代,土,2024/06/10,16:17,昼,1090,冷凍食品,4,1,0,0,1,0,0,1,0,1,0,0,0,1,インスタント食品,300
R0607,東区,男性,30代,土,2024/06/10,16:17,昼,1090,缶コーヒー,4,2,0,0,1,0,0,1,0,1,0,0,0,1,飲み物,100
R0607,東区,男性,30代,土,2024/06/10,16:17,昼,1090,カップ麺,4,3,0,0,1,0,0,1,0,1,0,0,0,1,インスタント食品,180
R0607,東区,男性,30代,土,2024/06/10,16:17,昼,1090,弁当,4,4,0,0,1,0,0,1,0,1,0,0,0,1,主食・基本食品,510
R0608,東区,男性,50代,水,2024/03/09,19:51,夜,800,肉まん,3,1,0,0,0,1,1,0,0,0,1,0,1,0,インスタント食品,190
R0608,東区,男性,50代,水,2024/03/09,19:51,夜,800,缶コーヒー,3,2,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,100
R0608,東区,男性,50代,水,2024/03/09,19:51,夜,800,弁当,3,3,0,0,0,1,1,0,0,0,1,0,1,0,主食・基本食品,510
R0609,東区,女性,40代,水,2024/11/27,22:35,夜,980,カップ麺,4,1,0,0,0,1,1,0,0,1,0,0,0,1,インスタント食品,180
R0609,東区,女性,40代,水,2024/11/27,22:35,夜,980,肉まん,4,2,0,0,0,1,1,0,0,1,0,0,0,1,インスタント食品,190
R0609,東区,女性,40代,水,2024/11/27,22:35,夜,980,弁当,4,3,0,0,0,1,1,0,0,1,0,0,0,1,主食・基本食品,510
R0609,東区,女性,40代,水,2024/11/27,22:35,夜,980,缶コーヒー,4,4,0,0,0,1,1,0,0,1,0,0,0,1,飲み物,100
R0610,東区,男性,40代,金,2024/03/10,19:52,夜,1180,肉まん,4,1,0,0,0,1,1,0,0,1,0,0,1,0,インスタント食品,190
R0610,東区,男性,40代,金,2024/03/10,19:52,夜,1180,冷凍食品,4,2,0,0,0,1,1,0,0,1,0,0,1,0,インスタント食品,300
R0610,東区,男性,40代,金,2024/03/10,19:52,夜,1180,弁当,4,3,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,510
R0610,東区,男性,40代,金,2024/03/10,19:52,夜,1180,カップ麺,4,4,0,0,0,1,1,0,0,1,0,0,1,0,インスタント食品,180
R0611,東区,女性,40代,月,2024/01/19,07:49,朝,1050,弁当,3,1,0,1,0,0,1,0,0,1,0,0,0,1,主食・基本食品,510
R0611,東区,女性,40代,月,2024/01/19,07:49,朝,1050,肉まん,3,2,0,1,0,0,1,0,0,1,0,0,0,1,インスタント食品,190
R0611,東区,女性,40代,月,2024/01/19,07:49,朝,1050,キャンディ,3,3,0,1,0,0,1,0,0,1,0,0,0,1,お菓子・スナック,350
R0612,東区,女性,50代,金,2024/07/05,21:29,夜,330,牛乳,1,1,1,0,0,1,1,0,0,0,1,1,0,0,主食・基本食品,330
R0613,東区,女性,60代以上,木,2024/11/27,15:10,昼,450,サンドイッチ,1,1,1,0,1,0,1,0,0,0,1,1,0,0,インスタント食品,450
R0614,東区,女性,40代,金,2024/09/03,17:37,夜,1090,弁当,4,1,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,510
R0614,東区,女性,40代,金,2024/09/03,17:37,夜,1090,冷凍食品,4,2,0,0,0,1,1,0,0,1,0,0,1,0,インスタント食品,300
R0614,東区,女性,40代,金,2024/09/03,17:37,夜,1090,カップ麺,4,3,0,0,0,1,1,0,0,1,0,0,1,0,インスタント食品,180
R0614,東区,女性,40代,金,2024/09/03,17:37,夜,1090,缶コーヒー,4,4,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,100
R0615,東区,男性,10代,水,2024/09/25,14:41,昼,190,肉まん,1,1,1,0,1,0,1,0,1,0,0,1,0,0,インスタント食品,190
R0616,東区,男性,60代以上,火,2024/10/31,17:25,夜,910,ジュース,4,1,0,0,0,1,1,0,0,0,1,0,0,1,飲み物,170
R0616,東区,男性,60代以上,火,2024/10/31,17:25,夜,910,サンドイッチ,4,2,0,0,0,1,1,0,0,0,1,0,0,1,インスタント食品,450
R0616,東区,男性,60代以上,火,2024/10/31,17:25,夜,910,お茶,4,3,0,0,0,1,1,0,0,0,1,0,0,1,飲み物,120
R0616,東区,男性,60代以上,火,2024/10/31,17:25,夜,910,コーヒー,4,4,0,0,0,1,1,0,0,0,1,0,0,1,飲み物,170
R0617,東区,女性,50代,火,2024/07/26,16:22,昼,330,牛乳,1,1,1,0,1,0,1,0,0,0,1,1,0,0,主食・基本食品,330
R0618,東区,女性,10代,木,2024/02/07,22:24,夜,330,牛乳,1,1,1,0,0,1,1,0,1,0,0,1,0,0,主食・基本食品,330
R0619,東区,女性,10代,火,2024/02/01,22:09,夜,350,ジュース,2,1,0,0,0,1,1,0,1,0,0,0,1,0,飲み物,170
R0619,東区,女性,10代,火,2024/02/01,22:09,夜,350,栄養ドリンク,2,2,0,0,0,1,1,0,1,0,0,0,1,0,飲み物,180
R0620,東区,女性,10代,木,2024/03/29,15:07,昼,700,肉まん,2,1,0,0,1,0,1,0,1,0,0,1,0,0,インスタント食品,190
R0620,東区,女性,10代,木,2024/03/29,15:07,昼,700,弁当,2,2,0,0,1,0,1,0,1,0,0,1,0,0,主食・基本食品,510
R0621,東区,女性,50代,火,2024/12/07,21:59,夜,880,肉まん,3,1,0,0,0,1,1,0,0,0,1,0,1,0,インスタント食品,190
R0621,東区,女性,50代,火,2024/12/07,21:59,夜,880,弁当,3,2,0,0,0,1,1,0,0,0,1,0,1,0,主食・基本食品,510
R0621,東区,女性,50代,火,2024/12/07,21:59,夜,880,カップ麺,3,3,0,0,0,1,1,0,0,0,1,0,1,0,インスタント食品,180
R0622,東区,男性,60代以上,木,2024/03/06,08:24,朝,880,弁当,3,1,0,1,0,0,1,0,0,0,1,0,1,0,主食・基本食品,510
R0622,東区,男性,60代以上,木,2024/03/06,08:24,朝,880,肉まん,3,2,0,1,0,0,1,0,0,0,1,0,1,0,インスタント食品,190
R0622,東区,男性,60代以上,木,2024/03/06,08:24,朝,880,野菜ジュース,3,3,0,1,0,0,1,0,0,0,1,0,1,0,飲み物,180
R0623,東区,女性,20代,木,2024/04/28,14:07,昼,790,弁当,3,1,0,0,1,0,1,0,1,0,0,0,0,1,主食・基本食品,510
R0623,東区,女性,20代,木,2024/04/28,14:07,昼,790,カップ麺,3,2,0,0,1,0,1,0,1,0,0,0,0,1,インスタント食品,180
R0623,東区,女性,20代,木,2024/04/28,14:07,昼,790,缶コーヒー,3,3,0,0,1,0,1,0,1,0,0,0,0,1,飲み物,100
R0624,東区,男性,20代,木,2024/10/15,19:55,夜,1020,キャンディ,4,1,0,0,0,1,1,0,1,0,0,0,1,0,お菓子・スナック,350
R0624,東区,男性,20代,木,2024/10/15,19:55,夜,1020,アイス,4,2,0,0,0,1,1,0,1,0,0,0,1,0,お菓子・スナック,150
R0624,東区,男性,20代,木,2024/10/15,19:55,夜,1020,炭酸飲料,4,3,0,0,0,1,1,0,1,0,0,0,1,0,飲み物,310
R0624,東区,男性,20代,木,2024/10/15,19:55,夜,1020,チョコレート,4,4,0,0,0,1,1,0,1,0,0,0,1,0,お菓子・スナック,210
R0625,東区,男性,60代以上,火,2024/12/13,22:32,夜,170,ジュース,1,1,1,0,0,1,1,0,0,0,1,1,0,0,飲み物,170
R0626,東区,女性,40代,火,2024/02/21,09:39,朝,1170,洗剤,4,1,0,1,0,0,1,0,0,1,0,0,1,0,掃除・衛生用品,150
R0626,東区,女性,40代,火,2024/02/21,09:39,朝,1170,ティッシュ,4,2,0,1,0,0,1,0,0,1,0,0,1,0,掃除・衛生用品,390
R0626,東区,女性,40代,火,2024/02/21,09:39,朝,1170,トイレットペーパー,4,3,0,1,0,0,1,0,0,1,0,0,1,0,掃除・衛生用品,330
R0626,東区,女性,40代,火,2024/02/21,09:39,朝,1170,歯ブラシ,4,4,0,1,0,0,1,0,0,1,0,0,1,0,パーソナルケア,300
R0627,東区,男性,40代,水,2024/10/26,07:17,朝,580,カップ麺,3,1,0,1,0,0,1,0,0,1,0,0,1,0,インスタント食品,180
R0627,東区,男性,40代,水,2024/10/26,07:17,朝,580,缶コーヒー,3,2,0,1,0,0,1,0,0,1,0,0,1,0,飲み物,100
R0627,東区,男性,40代,水,2024/10/26,07:17,朝,580,冷凍食品,3,3,0,1,0,0,1,0,0,1,0,0,1,0,インスタント食品,300
R0628,東区,男性,50代,木,2024/12/12,08:31,朝,1280,弁当,5,1,0,1,0,0,1,0,0,0,1,0,0,1,主食・基本食品,510
R0628,東区,男性,50代,木,2024/12/12,08:31,朝,1280,カップ麺,5,2,0,1,0,0,1,0,0,0,1,0,0,1,インスタント食品,180
R0628,東区,男性,50代,木,2024/12/12,08:31,朝,1280,缶コーヒー,5,3,0,1,0,0,1,0,0,0,1,0,0,1,飲み物,100
R0628,東区,男性,50代,木,2024/12/12,08:31,朝,1280,冷凍食品,5,4,0,1,0,0,1,0,0,0,1,0,0,1,インスタント食品,300
R0628,東区,男性,50代,木,2024/12/12,08:31,朝,1280,ヨーグルト,5,5,0,1,0,0,1,0,0,0,1,0,0,1,健康食品,190
R0629,東区,男性,40代,水,2024/08/29,22:51,夜,220,缶コーヒー,2,1,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,100
R0629,東区,男性,40代,水,2024/08/29,22:51,夜,220,お茶,2,2,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,120
R0630,東区,男性,30代,土,2024/05/14,17:35,夜,340,コーヒー,2,1,0,0,0,1,0,1,0,1,0,0,1,0,飲み物,170
R0630,東区,男性,30代,土,2024/05/14,17:35,夜,340,ジュース,2,2,0,0,0,1,0,1,0,1,0,0,1,0,飲み物,170
R0631,東区,女性,30代,木,2024/08/10,19:02,夜,920,おにぎり,4,1,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,140
R0631,東区,女性,30代,木,2024/08/10,19:02,夜,920,パン,4,2,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,210
R0631,東区,女性,30代,木,2024/08/10,19:02,夜,920,牛乳,4,3,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,330
R0631,東区,女性,30代,木,2024/08/10,19:02,夜,920,卵,4,4,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,240
R0632,東区,男性,60代以上,土,2024/09/21,10:38,朝,880,カップ麺,3,1,0,1,0,0,0,1,0,0,1,0,1,0,インスタント食品,180
R0632,東区,男性,60代以上,土,2024/09/21,10:38,朝,880,肉まん,3,2,0,1,0,0,0,1,0,0,1,0,1,0,インスタント食品,190
R0632,東区,男性,60代以上,土,2024/09/21,10:38,朝,880,弁当,3,3,0,1,0,0,0,1,0,0,1,0,1,0,主食・基本食品,510
R0633,東区,女性,50代,木,2024/05/26,10:33,朝,1170,弁当,4,1,0,1,0,0,1,0,0,0,1,0,0,1,主食・基本食品,510
R0633,東区,女性,50代,木,2024/05/26,10:33,朝,1170,肉まん,4,2,0,1,0,0,1,0,0,0,1,0,0,1,インスタント食品,190
R0633,東区,女性,50代,木,2024/05/26,10:33,朝,1170,冷凍食品,4,3,0,1,0,0,1,0,0,0,1,0,0,1,インスタント食品,300
R0633,東区,女性,50代,木,2024/05/26,10:33,朝,1170,ジュース,4,4,0,1,0,0,1,0,0,0,1,0,0,1,飲み物,170
R0634,東区,女性,30代,日,2024/03/22,15:44,昼,770,冷凍食品,4,1,0,0,1,0,0,1,0,1,0,0,0,1,インスタント食品,300
R0634,東区,女性,30代,日,2024/03/22,15:44,昼,770,缶コーヒー,4,2,0,0,1,0,0,1,0,1,0,0,0,1,飲み物,100
R0634,東区,女性,30代,日,2024/03/22,15:44,昼,770,肉まん,4,3,0,0,1,0,0,1,0,1,0,0,0,1,インスタント食品,190
R0634,東区,女性,30代,日,2024/03/22,15:44,昼,770,カップ麺,4,4,0,0,1,0,0,1,0,1,0,0,0,1,インスタント食品,180
R0635,東区,男性,20代,日,2024/12/02,14:33,昼,940,缶コーヒー,4,1,0,0,1,0,0,1,1,0,0,0,0,1,飲み物,100
R0635,東区,男性,20代,日,2024/12/02,14:33,昼,940,肉まん,4,2,0,0,1,0,0,1,1,0,0,0,0,1,インスタント食品,190
R0635,東区,男性,20代,日,2024/12/02,14:33,昼,940,弁当,4,3,0,0,1,0,0,1,1,0,0,0,0,1,主食・基本食品,510
R0635,東区,男性,20代,日,2024/12/02,14:33,昼,940,おにぎり,4,4,0,0,1,0,0,1,1,0,0,0,0,1,主食・基本食品,140
R0636,東区,男性,40代,日,2024/01/20,16:22,昼,740,お茶,3,1,0,0,1,0,0,1,0,1,0,0,1,0,飲み物,120
R0636,東区,男性,40代,日,2024/01/20,16:22,昼,740,ジュース,3,2,0,0,1,0,0,1,0,1,0,0,1,0,飲み物,170
R0636,東区,男性,40代,日,2024/01/20,16:22,昼,740,サンドイッチ,3,3,0,0,1,0,0,1,0,1,0,0,1,0,インスタント食品,450
R0637,東区,女性,60代以上,土,2024/12/27,19:10,夜,1070,パン,5,1,0,0,0,1,0,1,0,0,1,0,0,1,主食・基本食品,210
R0637,東区,女性,60代以上,土,2024/12/27,19:10,夜,1070,牛乳,5,2,0,0,0,1,0,1,0,0,1,0,0,1,主食・基本食品,330
R0637,東区,女性,60代以上,土,2024/12/27,19:10,夜,1070,卵,5,3,0,0,0,1,0,1,0,0,1,0,0,1,主食・基本食品,240
R0637,東区,女性,60代以上,土,2024/12/27,19:10,夜,1070,おにぎり,5,4,0,0,0,1,0,1,0,0,1,0,0,1,主食・基本食品,140
R0637,東区,女性,60代以上,土,2024/12/27,19:10,夜,1070,洗剤,5,5,0,0,0,1,0,1,0,0,1,0,0,1,掃除・衛生用品,150
R0638,東区,男性,60代以上,土,2024/06/25,13:13,昼,210,缶コーヒー,2,1,0,0,1,0,0,1,0,0,1,0,1,0,飲み物,100
R0638,東区,男性,60代以上,土,2024/06/25,13:13,昼,210,ポテトチップス,2,2,0,0,1,0,0,1,0,0,1,0,1,0,お菓子・スナック,110
R0639,東区,男性,20代,日,2024/08/12,12:52,昼,470,牛乳,2,1,0,0,1,0,0,1,1,0,0,0,1,0,主食・基本食品,330
R0639,東区,男性,20代,日,2024/08/12,12:52,昼,470,おにぎり,2,2,0,0,1,0,0,1,1,0,0,0,1,0,主食・基本食品,140
R0640,東区,女性,40代,火,2024/06/11,09:40,朝,620,ジュース,2,1,0,1,0,0,1,0,0,1,0,0,1,0,飲み物,170
R0640,東区,女性,40代,火,2024/06/11,09:40,朝,620,サンドイッチ,2,2,0,1,0,0,1,0,0,1,0,0,1,0,インスタント食品,450
R0641,東区,女性,30代,火,2024/08/06,20:44,夜,520,カップ麺,3,1,0,0,0,1,1,0,0,1,0,0,0,1,インスタント食品,180
R0641,東区,女性,30代,火,2024/08/06,20:44,夜,520,肉まん,3,2,0,0,0,1,1,0,0,1,0,0,0,1,インスタント食品,190
R0641,東区,女性,30代,火,2024/08/06,20:44,夜,520,アイス,3,3,0,0,0,1,1,0,0,1,0,0,0,1,お菓子・スナック,150
R0642,東区,女性,50代,火,2024/06/25,11:14,昼,920,牛乳,4,1,0,0,1,0,1,0,0,0,1,0,0,1,主食・基本食品,330
R0642,東区,女性,50代,火,2024/06/25,11:14,昼,920,おにぎり,4,2,0,0,1,0,1,0,0,0,1,0,0,1,主食・基本食品,140
R0642,東区,女性,50代,火,2024/06/25,11:14,昼,920,卵,4,3,0,0,1,0,1,0,0,0,1,0,0,1,主食・基本食品,240
R0642,東区,女性,50代,火,2024/06/25,11:14,昼,920,パン,4,4,0,0,1,0,1,0,0,0,1,0,0,1,主食・基本食品,210
R0643,東区,男性,30代,木,2024/09/15,08:00,朝,770,缶コーヒー,4,1,0,1,0,0,1,0,0,1,0,0,0,1,飲み物,100
R0643,東区,男性,30代,木,2024/09/15,08:00,朝,770,冷凍食品,4,2,0,1,0,0,1,0,0,1,0,0,0,1,インスタント食品,300
R0643,東区,男性,30代,木,2024/09/15,08:00,朝,770,肉まん,4,3,0,1,0,0,1,0,0,1,0,0,0,1,インスタント食品,190
R0643,東区,男性,30代,木,2024/09/15,08:00,朝,770,カップ麺,4,4,0,1,0,0,1,0,0,1,0,0,0,1,インスタント食品,180
R0644,東区,男性,10代,日,2024/10/05,10:19,朝,610,缶コーヒー,2,1,0,1,0,0,0,1,1,0,0,1,0,0,飲み物,100
R0644,東区,男性,10代,日,2024/10/05,10:19,朝,610,弁当,2,2,0,1,0,0,0,1,1,0,0,1,0,0,主食・基本食品,510
R0645,東区,男性,10代,月,2024/10/12,10:50,朝,470,お茶,2,1,0,1,0,0,1,0,1,0,0,0,1,0,飲み物,120
R0645,東区,男性,10代,月,2024/10/12,10:50,朝,470,キャンディ,2,2,0,1,0,0,1,0,1,0,0,0,1,0,お菓子・スナック,350
R0646,東区,男性,50代,金,2024/07/29,13:26,昼,840,肉まん,4,1,0,0,1,0,1,0,0,0,1,0,0,1,インスタント食品,190
R0646,東区,男性,50代,金,2024/07/29,13:26,昼,840,冷凍食品,4,2,0,0,1,0,1,0,0,0,1,0,0,1,インスタント食品,300
R0646,東区,男性,50代,金,2024/07/29,13:26,昼,840,カップ麺,4,3,0,0,1,0,1,0,0,0,1,0,0,1,インスタント食品,180
R0646,東区,男性,50代,金,2024/07/29,13:26,昼,840,ジュース,4,4,0,0,1,0,1,0,0,0,1,0,0,1,飲み物,170
